SPO Optimizer (authors: @andrefeijosantos, @PedroFiorio)
Approach: Parallel Iterative Solver
Thread count: CPLEX using up to 20 threads
Variable types: 1 continuous; 5998 integer (5998 binaries)

  Thread  |  h  |  H  |  LB  |  UB  |  Num. Items  |  Incumbent  |  Status  
       DE | 417 |   1 | 1123 | 3205 |         3205 |    7,685851 |   Optimal
       AC |   1 | 416 | 1123 | 3205 |            - |    2,000000 |Infeasible
       DE | 416 |   2 | 3198 | 3205 |         3205 |    7,704327 |   Optimal
       DE | 415 |   2 | 3198 | 3205 |         3205 |    7,722892 |   Optimal
       AC |   2 | 414 | 1123 | 3205 |            - |    2,000000 |Infeasible
       DE | 414 |   3 | 3198 | 3205 |         3205 |    7,741546 |   Optimal
       AC |   3 | 413 | 1123 | 3205 |            - |    2,000000 |Infeasible
       DE | 413 |   4 | 3198 | 3205 |         3205 |    7,760291 |   Optimal
       DE | 412 |   4 | 3198 | 3205 |         3205 |    7,779126 |   Optimal
       AC |   4 | 411 | 1123 | 3205 |            - |    2,000000 |Infeasible
       DE | 411 |   5 | 3198 | 3205 |         3205 |    7,798054 |   Optimal
       DE | 410 |   5 | 3198 | 3205 |         3205 |    7,817073 |   Optimal
       AC |   5 | 409 | 1123 | 3205 |            - |    2,000000 |Infeasible
       DE | 409 |   6 | 3198 | 3205 |         3205 |    7,836186 |   Optimal
       DE | 408 |   6 | 3198 | 3205 |         3205 |    7,855392 |   Optimal
       AC |   6 | 407 | 1123 | 3205 |            - |    2,000000 |Infeasible
       DE | 407 |   7 | 3198 | 3205 |         3205 |    7,874693 |   Optimal
       DE | 406 |   7 | 3198 | 3205 |         3205 |    7,894089 |   Optimal
       AC |   7 | 405 | 1123 | 3205 |            - |    2,000000 |Infeasible
       DE | 405 |   8 | 3198 | 3205 |         3205 |    7,913580 |   Optimal
       AC |   8 | 404 | 1123 | 3205 |            - |    2,000000 |Infeasible
       DE | 404 |   9 | 3198 | 3205 |         3205 |    7,933168 |   Optimal
       DE | 403 |   9 | 3198 | 3205 |         3205 |    7,952854 |   Optimal
       AC |   9 | 402 | 1123 | 3205 |            - |    2,000000 |Infeasible
       DE | 402 |  10 | 3198 | 3205 |         3205 |    7,972637 |   Optimal
       DE | 401 |  10 | 3198 | 3205 |         3205 |    7,992519 |   Optimal
       AC |  10 | 400 | 1123 | 3205 |            - |    2,000000 |Infeasible
       DE | 400 |  11 | 3198 | 3205 |         3205 |    8,012500 |   Optimal
       DE | 399 |  11 | 3197 | 3205 |         3205 |    8,032581 |   Optimal
       AC |  11 | 398 | 1123 | 3205 |            - |    2,000000 |Infeasible
       DE | 398 |  12 | 3197 | 3205 |         3205 |    8,052764 |   Optimal
       DE | 397 |  12 | 3197 | 3205 |         3205 |    8,073048 |   Optimal
       DE | 396 |  12 | 3197 | 3205 |         3205 |    8,093434 |   Optimal
       AC |  12 | 395 | 1123 | 3205 |            - |    2,000000 |Infeasible
       DE | 395 |  13 | 3197 | 3205 |         3205 |    8,113924 |   Optimal
       DE | 394 |  13 | 3197 | 3205 |         3205 |    8,134518 |   Optimal
       DE | 393 |  13 | 3197 | 3205 |         3205 |    8,155216 |   Optimal
       DE | 392 |  13 | 3197 | 3205 |         3205 |    8,176020 |   Optimal
       AC |  13 | 391 | 1123 | 3205 |            - |    2,000000 |Infeasible
       DE | 391 |  14 | 3197 | 3205 |         3205 |    8,196931 |   Optimal
       DE | 390 |  14 | 3197 | 3205 |         3205 |    8,217949 |   Optimal
       DE | 389 |  14 | 3197 | 3205 |         3205 |    8,239075 |   Optimal
       DE | 388 |  14 | 3197 | 3205 |         3205 |    8,260309 |   Optimal
       DE | 387 |  14 | 3197 | 3205 |         3205 |    8,281654 |   Optimal
       DE | 386 |  14 | 3197 | 3205 |         3205 |    8,303109 |   Optimal
       DE | 385 |  14 | 3197 | 3205 |         3205 |    8,324675 |   Optimal
       DE | 384 |  14 | 3197 | 3205 |         3205 |    8,346354 |   Optimal
       DE | 383 |  14 | 3197 | 3205 |         3205 |    8,368146 |   Optimal
       DE | 382 |  14 | 3197 | 3205 |         3205 |    8,390052 |   Optimal
       DE | 381 |  14 | 3197 | 3205 |         3205 |    8,412073 |   Optimal
       AC |  14 |  38 | 1123 | 3205 |         1155 |   82,500000 |   Optimal
       DE | 380 |  15 | 3197 | 3205 |            - |    8,434211 |  Feasible
       DE |  38 |  15 | 3136 | 3205 |            - |    8,434211 |Infeasible
       DE |  37 |  15 | 3053 | 3135 |            - |    8,434211 |Infeasible
       AC |  15 |  36 | 1238 | 3205 |            - |   82,500000 |Infeasible
       DE |  36 |  16 | 2971 | 3052 |            - |    8,434211 |Infeasible
       DE |  35 |  16 | 2888 | 2970 |            - |    8,434211 |Infeasible
       AC |  16 |  34 | 1321 | 3052 |            - |   82,500000 |Infeasible
       DE |  34 |  17 | 2806 | 2887 |            - |    8,434211 |Infeasible
       AC |  17 |  33 | 1403 | 2887 |            - |   82,500000 |Infeasible
       DE |  33 |  18 | 2723 | 2805 |            - |    8,434211 |Infeasible
       DE |  32 |  18 | 2641 | 2722 |            - |    8,434211 |Infeasible
       AC |  18 |  31 | 1486 | 2805 |            - |   82,500000 |Infeasible
       DE |  31 |  19 | 2558 | 2640 |            - |    8,434211 |Infeasible
       AC |  19 |  30 | 1568 | 2640 |            - |   82,500000 |Infeasible
       DE |  30 |  20 | 2476 | 2557 |            - |    8,434211 |Infeasible
       AC |  20 |  29 | 1651 | 2557 |            - |   82,500000 |Infeasible
       DE |  29 |  21 | 2393 | 2475 |            - |    8,434211 |Infeasible
       AC |  21 |  28 | 1733 | 2475 |            - |   82,500000 |Infeasible
       DE |  28 |  22 | 2311 | 2392 |            - |    8,434211 |Infeasible
       AC |  22 |  27 | 1816 | 2392 |            - |   82,500000 |Infeasible
       DE |  27 |  23 | 2228 | 2310 |            - |    8,434211 |Infeasible
       AC |  23 |  26 | 1898 | 2310 |            - |   82,500000 |Infeasible
       DE |  26 |  24 | 2146 | 2227 |            - |    8,434211 |Infeasible
       AC |  24 |  25 | 1981 | 2227 |            - |   82,500000 |Infeasible
       DE |  25 |  25 | 2063 | 2145 |            - |    8,434211 |Infeasible
       AC |  25 |  24 | 2063 | 2145 |            - |   82,500000 |   Unknown

Ascending Thread finished at: 26
Decending Thread finished at: 24
Solution found: 82.5
Proved optimal? true

Is Feasible: true
Objective Value: 82.42857142857143
Time: 00:00:38.130
Output written to test_out.txt
