1.6300000000000001
SPO Optimizer (authors: @andrefeijosantos, @PedroFiorio)
Approach: Parallel Iterative Solver
Thread count: CPLEX using up to 20 threads
Variable types: 1 continuous; 2611 integer (2611 binaries)

  Thread  |  h  |  H  |  LB  |  UB  |  Num. Items  |  Incumbent  |  Status  
       DE | 163 |   1 |  701 | 2802 |         2802 |   17,190184 |   Optimal
       AC |   1 | 161 |  701 | 2802 |            - |    4,000000 |Infeasible
       DE | 161 |   2 | 2768 | 2802 |         2802 |   17,403727 |   Optimal
       DE | 159 |   2 | 2768 | 2802 |         2802 |   17,622642 |   Optimal
       DE | 157 |   2 | 2767 | 2802 |         2802 |   17,847134 |   Optimal
       AC |   2 | 155 |  701 | 2802 |            - |    4,000000 |Infeasible
       DE | 155 |   3 | 2767 | 2802 |         2802 |   18,077419 |   Optimal
       DE | 153 |   3 | 2766 | 2802 |         2802 |   18,313725 |   Optimal
       DE | 151 |   3 | 2766 | 2802 |         2802 |   18,556291 |   Optimal
       DE | 149 |   3 | 2765 | 2802 |         2802 |   18,805369 |   Optimal
       AC |   3 | 147 |  701 | 2802 |            - |    4,000000 |Infeasible
       DE | 147 |   4 | 2765 | 2802 |         2802 |   19,061224 |   Optimal
       DE | 145 |   4 | 2764 | 2802 |         2802 |   19,324138 |   Optimal
       DE | 143 |   4 | 2764 | 2802 |         2802 |   19,594406 |   Optimal
       DE | 141 |   4 | 2763 | 2802 |         2802 |   19,872340 |   Optimal
       DE | 139 |   4 | 2763 | 2802 |         2802 |   20,158273 |   Optimal
       DE | 137 |   4 | 2762 | 2802 |         2802 |   20,452555 |   Optimal
       DE | 135 |   4 | 2762 | 2802 |         2802 |   20,755556 |   Optimal
       DE | 133 |   4 | 2761 | 2802 |         2802 |   21,067669 |   Optimal
       DE | 131 |   4 | 2760 | 2802 |         2802 |   21,389313 |   Optimal
       DE | 129 |   4 | 2760 | 2802 |         2802 |   21,720930 |   Optimal
       DE | 127 |   4 | 2759 | 2802 |         2802 |   22,062992 |   Optimal
