SPO Optimizer (authors: @andrefeijosantos, @PedroFiorio)
Approach: Parallel Iterative Solver
Thread count: CPLEX using up to 8 threads
Variable types: 1 continuous; 12815 integer (12815 binaries)

  Thread  |  h  |  H  |  LB  |  UB  |  Num. Items  |  Incumbent  |  Status  
       DE | 413 |   1 | 1947 | 7739 |         7739 |   18,738499 |   Optimal
       DE | 412 |   1 | 7721 | 7739 |         7739 |   18,783981 |   Optimal
       AC |   1 | 411 | 1947 | 7739 |            - |    4,000000 |Infeasible
       DE | 411 |   2 | 7721 | 7739 |         7739 |   18,829684 |   Optimal
       DE | 410 |   2 | 7721 | 7739 |         7739 |   18,875610 |   Optimal
       DE | 409 |   2 | 7721 | 7739 |         7739 |   18,921760 |   Optimal
       DE | 408 |   2 | 7721 | 7739 |         7739 |   18,968137 |   Optimal
       DE | 407 |   2 | 7721 | 7739 |         7739 |   19,014742 |   Optimal
       AC |   2 | 406 | 1947 | 7739 |            - |    4,000000 |Infeasible
       DE | 406 |   3 | 7720 | 7739 |         7739 |   19,061576 |   Optimal
       DE | 405 |   3 | 7720 | 7739 |         7739 |   19,108642 |   Optimal
       DE | 404 |   3 | 7720 | 7739 |         7739 |   19,155941 |   Optimal
       DE | 403 |   3 | 7720 | 7739 |         7739 |   19,203474 |   Optimal
       DE | 402 |   3 | 7720 | 7739 |         7739 |   19,251244 |   Optimal
       DE | 401 |   3 | 7720 | 7739 |         7739 |   19,299252 |   Optimal
       AC |   3 | 400 | 1947 | 7739 |            - |    4,000000 |Infeasible
       DE | 400 |   4 | 7720 | 7739 |         7739 |   19,347500 |   Optimal
       DE | 399 |   4 | 7720 | 7739 |         7739 |   19,395990 |   Optimal
       DE | 398 |   4 | 7720 | 7739 |         7739 |   19,444724 |   Optimal
       DE | 397 |   4 | 7720 | 7739 |         7739 |   19,493703 |   Optimal
       DE | 396 |   4 | 7720 | 7739 |         7739 |   19,542929 |   Optimal
       DE | 395 |   4 | 7720 | 7739 |         7739 |   19,592405 |   Optimal
       AC |   4 | 394 | 1947 | 7739 |            - |    4,000000 |Infeasible
       DE | 394 |   5 | 7720 | 7739 |         7739 |   19,642132 |   Optimal
       DE | 393 |   5 | 7720 | 7739 |         7739 |   19,692112 |   Optimal
       DE | 392 |   5 | 7720 | 7739 |         7739 |   19,742347 |   Optimal
       DE | 391 |   5 | 7720 | 7739 |         7739 |   19,792839 |   Optimal
       DE | 390 |   5 | 7720 | 7739 |         7739 |   19,843590 |   Optimal
       DE | 389 |   5 | 7720 | 7739 |         7739 |   19,894602 |   Optimal
       DE | 388 |   5 | 7720 | 7739 |         7739 |   19,945876 |   Optimal
       AC |   5 | 387 | 1947 | 7739 |            - |    4,000000 |Infeasible
       DE | 387 |   6 | 7720 | 7739 |         7739 |   19,997416 |   Optimal
       DE | 386 |   6 | 7720 | 7739 |         7739 |   20,049223 |   Optimal
       DE | 385 |   6 | 7719 | 7739 |         7739 |   20,101299 |   Optimal
       DE | 384 |   6 | 7719 | 7739 |         7739 |   20,153646 |   Optimal
       DE | 383 |   6 | 7719 | 7739 |         7739 |   20,206266 |   Optimal
       DE | 382 |   6 | 7719 | 7739 |         7739 |   20,259162 |   Optimal
       DE | 381 |   6 | 7719 | 7739 |         7739 |   20,312336 |   Optimal
       DE | 380 |   6 | 7719 | 7739 |         7739 |   20,365789 |   Optimal
       DE | 379 |   6 | 7719 | 7739 |         7739 |   20,419525 |   Optimal
       AC |   6 | 378 | 1947 | 7739 |            - |    4,000000 |Infeasible
       DE | 378 |   7 | 7719 | 7739 |         7739 |   20,473545 |   Optimal
       DE | 377 |   7 | 7719 | 7739 |         7739 |   20,527851 |   Optimal
       DE | 376 |   7 | 7719 | 7739 |         7739 |   20,582447 |   Optimal
       DE | 375 |   7 | 7719 | 7739 |         7739 |   20,637333 |   Optimal
       DE | 374 |   7 | 7719 | 7739 |         7739 |   20,692513 |   Optimal
       DE | 373 |   7 | 7719 | 7739 |         7739 |   20,747989 |   Optimal
       DE | 372 |   7 | 7719 | 7739 |         7739 |   20,803763 |   Optimal
       DE | 371 |   7 | 7719 | 7739 |         7739 |   20,859838 |   Optimal
       AC |   7 | 370 | 1947 | 7739 |            - |    4,000000 |Infeasible
       DE | 370 |   8 | 7719 | 7739 |         7739 |   20,916216 |   Optimal
       DE | 369 |   8 | 7719 | 7739 |         7739 |   20,972900 |   Optimal
       DE | 368 |   8 | 7719 | 7739 |         7739 |   21,029891 |   Optimal
       DE | 367 |   8 | 7718 | 7739 |         7739 |   21,087193 |   Optimal
