SPO Optimizer (authors: @andrefeijosantos, @PedroFiorio)
Approach: Parallel Iterative Solver
Thread count: CPLEX using up to 20 threads
Variable types: 1 continuous; 11939 integer (11939 binaries)

  Thread  |  h  |  H  |  LB  |  UB  |  Num. Items  |  Incumbent  |  Status  
       DE | 398 |   1 | 2323 | 7207 |         7207 |   18,108040 |   Optimal
       DE | 397 |   1 | 7189 | 7207 |         7207 |   18,153652 |   Optimal
       AC |   1 | 396 | 2323 | 7207 |            - |    5,000000 |Infeasible
       DE | 396 |   2 | 7189 | 7207 |         7207 |   18,199495 |   Optimal
       DE | 395 |   2 | 7189 | 7207 |         7207 |   18,245570 |   Optimal
       AC |   2 | 394 | 2323 | 7207 |            - |    5,000000 |Infeasible
       DE | 394 |   3 | 7189 | 7207 |         7207 |   18,291878 |   Optimal
       DE | 393 |   3 | 7189 | 7207 |         7207 |   18,338422 |   Optimal
       DE | 392 |   3 | 7189 | 7207 |         7207 |   18,385204 |   Optimal
       DE | 391 |   3 | 7189 | 7207 |         7207 |   18,432225 |   Optimal
       AC |   3 | 390 | 2323 | 7207 |            - |    5,000000 |Infeasible
       DE | 390 |   4 | 7189 | 7207 |         7207 |   18,479487 |   Optimal
       DE | 389 |   4 | 7189 | 7207 |         7207 |   18,526992 |   Optimal
       DE | 388 |   4 | 7189 | 7207 |         7207 |   18,574742 |   Optimal
       DE | 387 |   4 | 7189 | 7207 |         7207 |   18,622739 |   Optimal
       DE | 386 |   4 | 7189 | 7207 |         7207 |   18,670984 |   Optimal
       AC |   4 | 385 | 2323 | 7207 |            - |    5,000000 |Infeasible
       DE | 385 |   5 | 7189 | 7207 |         7207 |   18,719481 |   Optimal
       DE | 384 |   5 | 7189 | 7207 |         7207 |   18,768229 |   Optimal
       DE | 383 |   5 | 7189 | 7207 |         7207 |   18,817232 |   Optimal
       DE | 382 |   5 | 7189 | 7207 |         7207 |   18,866492 |   Optimal
       DE | 381 |   5 | 7189 | 7207 |         7207 |   18,916010 |   Optimal
       AC |   5 | 380 | 2323 | 7207 |            - |    5,000000 |Infeasible
       DE | 380 |   6 | 7189 | 7207 |         7207 |   18,965789 |   Optimal
       DE | 379 |   6 | 7189 | 7207 |         7207 |   19,015831 |   Optimal
       DE | 378 |   6 | 7188 | 7207 |         7207 |   19,066138 |   Optimal
       DE | 377 |   6 | 7188 | 7207 |         7207 |   19,116711 |   Optimal
       AC |   6 | 376 | 2323 | 7207 |            - |    5,000000 |Infeasible
       DE | 376 |   7 | 7188 | 7207 |         7207 |   19,167553 |   Optimal
       DE | 375 |   7 | 7188 | 7207 |         7207 |   19,218667 |   Optimal
       DE | 374 |   7 | 7188 | 7207 |         7207 |   19,270053 |   Optimal
