SPO Optimizer (authors: @andrefeijosantos, @PedroFiorio)
Approach: Parallel Iterative Solver
Thread count: CPLEX using up to 8 threads
Variable types: 1 continuous; 1404 integer (1404 binaries)

  Thread  |  h  |  H  |  LB  |  UB  |  Num. Items  |  Incumbent  |  Status  
       DE | 375 |   1 |  330 | 2045 |         2045 |    5,453333 |   Optimal
       DE | 374 |   1 | 2040 | 2045 |         2045 |    5,467914 |   Optimal
       AC |   1 | 373 |  330 | 2045 |            - |           - |Infeasible
       DE | 373 |   2 | 2040 | 2045 |         2045 |    5,482574 |   Optimal
       AC |   2 | 372 |  330 | 2045 |            - |           - |Infeasible
       DE | 372 |   3 | 2040 | 2045 |         2045 |    5,497312 |   Optimal
       DE | 371 |   3 | 2040 | 2045 |         2045 |    5,512129 |   Optimal
       AC |   3 | 370 |  330 | 2045 |            - |           - |Infeasible
       DE | 370 |   4 | 2040 | 2045 |         2045 |    5,527027 |   Optimal
       DE | 369 |   4 | 2040 | 2045 |         2045 |    5,542005 |   Optimal
       DE | 368 |   4 | 2040 | 2045 |         2045 |    5,557065 |   Optimal
       AC |   4 | 367 |  330 | 2045 |            - |           - |Infeasible
       DE | 367 |   5 | 2040 | 2045 |         2045 |    5,572207 |   Optimal
       DE | 366 |   5 | 2040 | 2045 |         2045 |    5,587432 |   Optimal
       AC |   5 | 365 |  330 | 2045 |            - |           - |Infeasible
       DE | 365 |   6 | 2040 | 2045 |         2045 |    5,602740 |   Optimal
       DE | 364 |   6 | 2040 | 2045 |         2045 |    5,618132 |   Optimal
       DE | 363 |   6 | 2040 | 2045 |         2045 |    5,633609 |   Optimal
       AC |   6 | 362 |  330 | 2045 |            - |           - |Infeasible
       DE | 362 |   7 | 2040 | 2045 |         2045 |    5,649171 |   Optimal
       DE | 361 |   7 | 2040 | 2045 |         2045 |    5,664820 |   Optimal
       DE | 360 |   7 | 2040 | 2045 |         2045 |    5,680556 |   Optimal
       AC |   7 | 359 |  330 | 2045 |            - |           - |Infeasible
       DE | 359 |   8 | 2040 | 2045 |         2045 |    5,696379 |   Optimal
       DE | 358 |   8 | 2040 | 2045 |         2045 |    5,712291 |   Optimal
       DE | 357 |   8 | 2040 | 2045 |         2045 |    5,728291 |   Optimal
