SPO Optimizer (authors: @andrefeijosantos, @PedroFiorio)
Approach: Parallel Iterative Solver
Thread count: CPLEX using up to 8 threads
Variable types: 1 continuous; 12732 integer (12732 binaries)

  Thread  |  h  |  H  |  LB  |  UB  |  Num. Items  |  Incumbent  |  Status  
       DE | 398 |   1 | 2235 | 6120 |         6120 |   15,376884 |   Optimal
       DE | 397 |   1 | 6105 | 6120 |         6120 |   15,415617 |   Optimal
       DE | 396 |   1 | 6105 | 6120 |         6120 |   15,454545 |   Optimal
       AC |   1 | 395 | 2235 | 6120 |            - |    5,000000 |Infeasible
       DE | 395 |   2 | 6105 | 6120 |         6120 |   15,493671 |   Optimal
       DE | 394 |   2 | 6105 | 6120 |         6120 |   15,532995 |   Optimal
       DE | 393 |   2 | 6105 | 6120 |         6120 |   15,572519 |   Optimal
       DE | 392 |   2 | 6105 | 6120 |         6120 |   15,612245 |   Optimal
       DE | 391 |   2 | 6105 | 6120 |         6120 |   15,652174 |   Optimal
       DE | 390 |   2 | 6105 | 6120 |         6120 |   15,692308 |   Optimal
       DE | 389 |   2 | 6105 | 6120 |         6120 |   15,732648 |   Optimal
       AC |   2 | 388 | 2235 | 6120 |            - |    5,000000 |Infeasible
       DE | 388 |   3 | 6105 | 6120 |         6120 |   15,773196 |   Optimal
       DE | 387 |   3 | 6105 | 6120 |         6120 |   15,813953 |   Optimal
       DE | 386 |   3 | 6105 | 6120 |         6120 |   15,854922 |   Optimal
       DE | 385 |   3 | 6105 | 6120 |         6120 |   15,896104 |   Optimal
       DE | 384 |   3 | 6105 | 6120 |         6120 |   15,937500 |   Optimal
       DE | 383 |   3 | 6105 | 6120 |         6120 |   15,979112 |   Optimal
       DE | 382 |   3 | 6105 | 6120 |         6120 |   16,020942 |   Optimal
       DE | 381 |   3 | 6104 | 6120 |         6120 |   16,062992 |   Optimal
       DE | 380 |   3 | 6104 | 6120 |         6120 |   16,105263 |   Optimal
       AC |   3 | 379 | 2235 | 6120 |            - |    5,000000 |Infeasible
       DE | 379 |   4 | 6104 | 6120 |         6120 |   16,147757 |   Optimal
       DE | 378 |   4 | 6104 | 6120 |         6120 |   16,190476 |   Optimal
       DE | 377 |   4 | 6104 | 6120 |         6120 |   16,233422 |   Optimal
       DE | 376 |   4 | 6104 | 6120 |         6120 |   16,276596 |   Optimal
       DE | 375 |   4 | 6104 | 6120 |         6120 |   16,320000 |   Optimal
       DE | 374 |   4 | 6104 | 6120 |         6120 |   16,363636 |   Optimal
       DE | 373 |   4 | 6104 | 6120 |         6120 |   16,407507 |   Optimal
       DE | 372 |   4 | 6104 | 6120 |         6120 |   16,451613 |   Optimal
       DE | 371 |   4 | 6104 | 6120 |         6120 |   16,495957 |   Optimal
       DE | 370 |   4 | 6104 | 6120 |         6120 |   16,540541 |   Optimal
       DE | 369 |   4 | 6104 | 6120 |         6120 |   16,585366 |   Optimal
       DE | 368 |   4 | 6104 | 6120 |         6120 |   16,630435 |   Optimal
       AC |   4 | 367 | 2235 | 6120 |            - |    5,000000 |Infeasible
       DE | 367 |   5 | 6104 | 6120 |         6120 |   16,675749 |   Optimal
       DE | 366 |   5 | 6104 | 6120 |         6120 |   16,721311 |   Optimal
       DE | 365 |   5 | 6104 | 6120 |         6120 |   16,767123 |   Optimal
       DE | 364 |   5 | 6104 | 6120 |         6120 |   16,813187 |   Optimal
       DE | 363 |   5 | 6104 | 6120 |         6120 |   16,859504 |   Optimal
       DE | 362 |   5 | 6104 | 6120 |         6120 |   16,906077 |   Optimal
       DE | 361 |   5 | 6104 | 6120 |         6120 |   16,952909 |   Optimal
       DE | 360 |   5 | 6104 | 6120 |         6120 |   17,000000 |   Optimal
       DE | 359 |   5 | 6104 | 6120 |         6120 |   17,047354 |   Optimal
       DE | 358 |   5 | 6103 | 6120 |         6120 |   17,094972 |   Optimal
       DE | 357 |   5 | 6103 | 6120 |         6120 |   17,142857 |   Optimal
       DE | 356 |   5 | 6103 | 6120 |         6120 |   17,191011 |   Optimal
