SPO Optimizer (authors: @andrefeijosantos, @PedroFiorio)
Approach: Parallel Iterative Solver
Thread count: CPLEX using up to 8 threads
Variable types: 1 continuous; 8500 integer (8500 binaries)

  Thread  |  h  |  H  |  LB  |  UB  |  Num. Items  |  Incumbent  |  Status  
       DE | 180 |   1 | 1306 | 3847 |         3847 |   21,372222 |   Optimal
       AC |   1 | 179 | 1306 | 3847 |            - |    7,000000 |Infeasible
       DE | 179 |   2 | 3826 | 3847 |         3847 |   21,491620 |   Optimal
       DE | 178 |   2 | 3826 | 3847 |         3847 |   21,612360 |   Optimal
       DE | 177 |   2 | 3826 | 3847 |         3847 |   21,734463 |   Optimal
       DE | 176 |   2 | 3826 | 3847 |         3847 |   21,857955 |   Optimal
       DE | 175 |   2 | 3826 | 3847 |         3847 |   21,982857 |   Optimal
       AC |   2 | 174 | 1306 | 3847 |            - |    7,000000 |Infeasible
       DE | 174 |   3 | 3826 | 3847 |         3847 |   22,109195 |   Optimal
       DE | 173 |   3 | 3825 | 3847 |         3847 |   22,236994 |   Optimal
       DE | 172 |   3 | 3825 | 3847 |         3847 |   22,366279 |   Optimal
       DE | 171 |   3 | 3825 | 3847 |         3847 |   22,497076 |   Optimal
       DE | 170 |   3 | 3825 | 3847 |         3847 |   22,629412 |   Optimal
       AC |   3 | 169 | 1306 | 3847 |            - |    7,000000 |Infeasible
       DE | 169 |   4 | 3825 | 3847 |         3847 |   22,763314 |   Optimal
       DE | 168 |   4 | 3825 | 3847 |         3847 |   22,898810 |   Optimal
       DE | 167 |   4 | 3825 | 3847 |         3847 |   23,035928 |   Optimal
       DE | 166 |   4 | 3824 | 3847 |         3847 |   23,174699 |   Optimal
       DE | 165 |   4 | 3824 | 3847 |         3847 |   23,315152 |   Optimal
       DE | 164 |   4 | 3824 | 3847 |         3847 |   23,457317 |   Optimal
       DE | 163 |   4 | 3824 | 3847 |         3847 |   23,601227 |   Optimal
       DE | 162 |   4 | 3824 | 3847 |         3847 |   23,746914 |   Optimal
       DE | 161 |   4 | 3824 | 3847 |         3847 |   23,894410 |   Optimal
       DE | 160 |   4 | 3824 | 3847 |         3847 |   24,043750 |   Optimal
       DE | 159 |   4 | 3823 | 3847 |         3847 |   24,194969 |   Optimal
       AC |   4 |   9 | 1306 | 3847 |         1569 |  392,250000 |   Optimal
       DE | 158 |   5 | 3823 | 3847 |            - |   24,196203 |  Feasible
       DE |   9 |   5 | 3531 | 3847 |            - |   24,196203 |Infeasible
       AC |   5 |   8 | 1962 | 3847 |            - |  392,250000 |Infeasible
       DE |   8 |   6 | 3139 | 3530 |            - |   24,196203 |Infeasible
