SPO Optimizer (authors: @andrefeijosantos, @PedroFiorio)
Approach: Parallel Iterative Solver
Thread count: CPLEX using up to 8 threads
Variable types: 1 continuous; 1985 integer (1985 binaries)

  Thread  |  h  |  H  |  LB  |  UB  |  Num. Items  |  Incumbent  |  Status  
       DE | 383 |   1 |  416 | 1746 |         1746 |    4,558747 |   Optimal
       DE | 382 |   1 | 1742 | 1746 |         1746 |    4,570681 |   Optimal
       AC |   1 | 381 |  416 | 1746 |            - |    1,000000 |Infeasible
       DE | 381 |   2 | 1742 | 1746 |         1746 |    4,582677 |   Optimal
       DE | 380 |   2 | 1742 | 1746 |         1746 |    4,594737 |   Optimal
       AC |   2 | 379 |  416 | 1746 |            - |    1,000000 |Infeasible
       DE | 379 |   3 | 1742 | 1746 |         1746 |    4,606860 |   Optimal
       DE | 378 |   3 | 1742 | 1746 |         1746 |    4,619048 |   Optimal
       DE | 377 |   3 | 1742 | 1746 |         1746 |    4,631300 |   Optimal
       AC |   3 | 376 |  416 | 1746 |            - |    1,000000 |Infeasible
       DE | 376 |   4 | 1742 | 1746 |         1746 |    4,643617 |   Optimal
       DE | 375 |   4 | 1742 | 1746 |         1746 |    4,656000 |   Optimal
       DE | 374 |   4 | 1742 | 1746 |         1746 |    4,668449 |   Optimal
       AC |   4 | 373 |  416 | 1746 |            - |    1,000000 |Infeasible
       DE | 373 |   5 | 1742 | 1746 |         1746 |    4,680965 |   Optimal
       DE | 372 |   5 | 1742 | 1746 |         1746 |    4,693548 |   Optimal
       DE | 371 |   5 | 1742 | 1746 |         1746 |    4,706199 |   Optimal
       DE | 370 |   5 | 1742 | 1746 |         1746 |    4,718919 |   Optimal
       AC |   5 | 369 |  416 | 1746 |            - |    1,000000 |Infeasible
       DE | 369 |   6 | 1742 | 1746 |         1746 |    4,731707 |   Optimal
       DE | 368 |   6 | 1742 | 1746 |         1746 |    4,744565 |   Optimal
       DE | 367 |   6 | 1742 | 1746 |         1746 |    4,757493 |   Optimal
       DE | 366 |   6 | 1742 | 1746 |         1746 |    4,770492 |   Optimal
       AC |   6 | 365 |  416 | 1746 |            - |    1,000000 |Infeasible
       DE | 365 |   7 | 1742 | 1746 |         1746 |    4,783562 |   Optimal
       DE | 364 |   7 | 1742 | 1746 |         1746 |    4,796703 |   Optimal
       DE | 363 |   7 | 1742 | 1746 |         1746 |    4,809917 |   Optimal
       DE | 362 |   7 | 1742 | 1746 |         1746 |    4,823204 |   Optimal
       AC |   7 | 361 |  416 | 1746 |            - |    1,000000 |Infeasible
       DE | 361 |   8 | 1742 | 1746 |         1746 |    4,836565 |   Optimal
       DE | 360 |   8 | 1742 | 1746 |         1746 |    4,850000 |   Optimal
       DE | 359 |   8 | 1742 | 1746 |         1746 |    4,863510 |   Optimal
       DE | 358 |   8 | 1742 | 1746 |         1746 |    4,877095 |   Optimal
       AC |   8 | 357 |  416 | 1746 |            - |    1,000000 |Infeasible
       DE | 357 |   9 | 1742 | 1746 |         1746 |    4,890756 |   Optimal
       DE | 356 |   9 | 1742 | 1746 |         1746 |    4,904494 |   Optimal
       DE | 355 |   9 | 1742 | 1746 |         1746 |    4,918310 |   Optimal
       DE | 354 |   9 | 1742 | 1746 |         1746 |    4,932203 |   Optimal
       DE | 353 |   9 | 1742 | 1746 |         1746 |    4,946176 |   Optimal
       AC |   9 | 352 |  416 | 1746 |            - |    1,000000 |Infeasible
       DE | 352 |  10 | 1742 | 1746 |         1746 |    4,960227 |   Optimal
       DE | 351 |  10 | 1742 | 1746 |         1746 |    4,974359 |   Optimal
       DE | 350 |  10 | 1742 | 1746 |         1746 |    4,988571 |   Optimal
       DE | 349 |  10 | 1742 | 1746 |         1746 |    5,002865 |   Optimal
       DE | 348 |  10 | 1741 | 1746 |         1746 |    5,017241 |   Optimal
       AC |  10 | 347 |  416 | 1746 |            - |    1,000000 |Infeasible
       DE | 347 |  11 | 1741 | 1746 |         1746 |    5,031700 |   Optimal
       DE | 346 |  11 | 1741 | 1746 |         1746 |    5,046243 |   Optimal
       DE | 345 |  11 | 1741 | 1746 |         1746 |    5,060870 |   Optimal
       DE | 344 |  11 | 1741 | 1746 |         1746 |    5,075581 |   Optimal
       AC |  11 | 343 |  416 | 1746 |            - |    1,000000 |Infeasible
       DE | 343 |  12 | 1741 | 1746 |         1746 |    5,090379 |   Optimal
       DE | 342 |  12 | 1741 | 1746 |         1746 |    5,105263 |   Optimal
       DE | 341 |  12 | 1741 | 1746 |         1746 |    5,120235 |   Optimal
